Customer_ID,Recency,Frequency,Monetary,Customer_Segment
214,214,22,4228.11,VIP
215,111,25,3314.83,VIP
216,6,28,5483.81,VIP
217,5,25,2703.54,VIP
218,128,24,3407.42,VIP
219,72,23,2757.95,VIP
220,7,31,5555.87,VIP
221,79,20,3698.12,VIP
222,25,26,4050.21,VIP
223,48,31,7623.23,VIP
224,35,18,4232.99,VIP
225,18,29,4862.08,VIP
226,11,31,4381.24,VIP
227,52,23,3653.2,VIP
228,28,16,3220.6600000000003,VIP
229,280,22,3600.07,VIP
230,41,24,4759.75,VIP
231,17,25,3876.91,VIP
232,29,19,2521.7799999999997,VIP
233,70,25,2759.3,VIP
234,111,30,5574.16,VIP
235,54,22,3562.61,VIP
236,28,25,3188.3599999999997,VIP
237,17,25,5295.9400000000005,VIP
238,74,27,5499.82,VIP
239,190,19,2247.42,VIP
240,0,34,6140.87,VIP
241,51,26,3644.54,VIP
242,389,23,3623.69,VIP
243,79,22,2748.67,VIP
244,48,27,4143.82,VIP
245,129,21,3083.04,VIP
246,136,14,1507.11,VIP
247,83,21,4058.31,VIP
248,96,24,4502.66,VIP
249,64,21,3217.25,VIP
250,9,24,3266.9,VIP
251,128,25,5182.13,VIP
252,52,32,4546.69,VIP
253,369,21,3630.35,VIP
254,53,26,4295.16,VIP
255,1,25,4379.04,VIP
256,77,28,5144.12,VIP
257,116,28,3860.7,VIP
258,0,26,4479.23,VIP
259,82,26,4143.47,VIP
260,17,29,6320.01,VIP
261,3,27,4816.33,VIP
262,76,20,2535.67,VIP
263,17,31,3989.79,VIP
264,26,29,4756.39,VIP
265,8,20,3541.77,VIP
266,38,23,3421.91,VIP
267,19,19,3005.87,VIP
268,62,27,4304.55,VIP
269,42,24,4862.23,VIP
270,17,22,5811.94,VIP
271,3,28,3912.68,VIP
272,7,34,5550.95,VIP
273,25,34,4269.05,VIP
274,45,29,5201.16,VIP
275,80,26,4263.0199999999995,VIP
276,28,27,4843.23,VIP
277,25,22,3254.21,VIP
278,21,25,4182.56,VIP
279,275,20,3155.12,VIP
280,215,21,4632.71,VIP
281,7,36,5349.05,VIP
282,28,24,3919.44,VIP
283,181,25,3646.8199999999997,VIP
284,48,27,5954.4400000000005,VIP
285,2,18,3706.27,VIP
286,32,19,3318.62,VIP
287,22,25,3961.26,VIP
288,6,28,5288.2,VIP
289,163,28,3870.31,VIP
290,23,20,2316.23,VIP
291,82,19,3075.42,VIP
292,33,26,5129.76,VIP
293,50,24,3798.14,VIP
294,69,27,3205.22,VIP
295,28,17,2289.28,VIP
296,51,22,3593.2799999999997,VIP
297,95,29,5445.24,VIP
298,46,22,4604.7,VIP
299,36,26,3839.06,VIP
300,50,23,3504.96,VIP
301,160,21,3666.46,VIP
302,22,26,3976.62,VIP
303,72,24,2802.38,VIP
304,342,24,2801.85,VIP
305,81,29,3267.27,VIP
306,62,37,5301.79,VIP
307,41,23,3723.46,VIP
308,94,27,5211.44,VIP
309,13,23,2962.7599999999998,VIP
310,146,29,4329.65,VIP
311,106,21,3028.0299999999997,VIP
312,12,31,5957.92,VIP
313,88,17,3793.7799999999997,VIP
314,80,22,3200.35,VIP
315,36,29,6115.6,VIP
316,63,24,4817.4,VIP
317,96,18,2583.57,VIP
318,62,25,5628.5199999999995,VIP
319,212,19,2922.38,VIP
320,62,23,3116.79,VIP
321,142,22,3473.98,VIP
322,69,18,2729.2799999999997,VIP
323,65,28,4510.11,VIP
324,11,26,2997.7400000000002,VIP
325,17,19,3614.83,VIP
326,58,22,4305.03,VIP
327,82,29,5375.66,VIP
328,161,27,3824.95,VIP
329,44,35,4700.83,VIP
330,52,24,5085.46,VIP
331,7,27,4454.78,VIP
332,73,20,2768.81,VIP
333,70,22,3878.43,VIP
334,89,17,3002.65,VIP
335,215,22,4061.43,VIP
336,127,25,3927.37,VIP
337,12,22,2671.06,VIP
338,160,27,4589.91,VIP
339,82,23,3109.53,VIP
340,19,18,2769.98,VIP
341,8,23,4354.83,VIP
342,14,27,4172.25,VIP
343,26,23,2781.25,VIP
344,71,20,3151.7200000000003,VIP
345,10,19,3179.32,VIP
346,19,18,2472.31,VIP
347,50,18,3888.04,VIP
348,73,19,2850.83,VIP
349,16,22,3736.71,VIP
350,102,27,3802.94,VIP
351,59,31,4986.46,VIP
352,98,24,4178.8,VIP
353,34,22,4497.29,VIP
354,22,28,2882.9,VIP
355,4,28,3781.1,VIP
356,54,24,4818.9,VIP
357,0,24,3372.57,VIP
358,160,29,5410.8,VIP
359,18,20,3392.65,VIP
360,98,35,7354.96,VIP
361,93,29,4629.67,VIP
362,217,22,3407.38,VIP
363,115,23,3104.17,VIP
364,2,34,4659.28,VIP
365,61,19,3277.5299999999997,VIP
366,50,19,3369.0299999999997,VIP
367,39,32,4020.2799999999997,VIP
368,102,29,3607.91,VIP
369,289,20,4384.26,VIP
370,6,32,5576.37,VIP
371,59,23,2827.88,VIP
372,44,28,3671.1,VIP
373,18,32,5072.44,VIP
374,193,23,3717.37,VIP
375,4,25,4768.87,VIP
376,72,27,5806.63,VIP
377,89,19,3956.34,VIP
378,56,28,5420.78,VIP
379,110,17,2513.38,VIP
380,6,31,4976.7,VIP
381,29,27,4324.2,VIP
382,97,26,4197.8099999999995,VIP
383,15,27,3964.85,VIP
384,102,24,4077.97,VIP
385,1,24,2335.99,VIP
386,84,31,5488.26,VIP
387,8,32,5661.150000000001,VIP
388,155,23,3319.13,VIP
389,123,26,7610.13,VIP
390,180,24,5600.53,VIP
391,37,30,5453.24,VIP
392,21,27,2697.35,VIP
393,145,21,3152.11,VIP
394,26,28,5707.01,VIP
395,15,28,3555.51,VIP
396,115,16,1936.8799999999999,VIP
397,83,20,3032.55,VIP
398,142,27,4690.87,VIP
399,14,25,4964.66,VIP
400,269,23,2630.13,VIP
401,171,19,3724.36,VIP
402,8,28,5240.46,VIP
403,136,28,4304.2300000000005,VIP
404,22,18,2872.92,VIP
405,114,28,5235.99,VIP
406,45,22,3403.15,VIP
407,25,22,4263.29,VIP
408,6,24,3534.85,VIP
409,274,27,2968.09,VIP
410,3,23,3753.9300000000003,VIP
411,37,18,3495.01,VIP
412,15,22,3491.93,VIP
413,15,34,5785.2699999999995,VIP
414,28,28,4282.24,VIP
415,94,30,4838.39,VIP
416,199,21,2280.3,VIP
417,23,25,2612.75,VIP
418,6,20,4475.45,VIP
419,28,35,6072.54,VIP
420,68,19,3206.52,VIP
421,5,16,2196.02,VIP
422,36,17,3237.46,VIP
423,59,28,4499.04,VIP
424,262,26,3556.16,VIP
425,26,26,3269.7,VIP
426,27,18,3418.91,VIP
427,77,25,3390.63,VIP
428,14,37,6692.68,VIP
429,411,13,1972.1200000000001,VIP
430,68,26,4627.66,VIP
431,17,26,5212.66,VIP
432,25,20,2349.12,VIP
433,144,22,4902.7300000000005,VIP
434,84,21,4121.05,VIP
435,12,20,3540.3100000000004,VIP
436,110,22,4342.44,VIP
437,62,31,5043.54,VIP
438,126,23,3706.63,VIP
439,5,23,3532.25,VIP
440,93,37,5979.76,VIP
441,74,26,5462.06,VIP
442,17,22,3370.92,VIP
443,161,25,4147.1,VIP
444,87,23,3528.2200000000003,VIP
445,67,20,2365.57,VIP
446,41,27,3000.15,VIP
447,72,21,3882.11,VIP
448,205,28,4779.08,VIP
449,15,28,4849.84,VIP
450,36,22,3093.25,VIP
451,98,19,2677.31,VIP
452,4,17,4503.73,VIP
453,37,25,5280.06,VIP
454,3,30,4566.64,VIP
455,131,27,4262.47,VIP
456,4,26,3290.4900000000002,VIP
457,23,32,4635.82,VIP
458,184,16,3780.65,VIP
459,10,27,4151.93,VIP
460,23,28,4800.99,VIP
461,35,36,7248.58,VIP
462,129,28,4718.94,VIP
463,73,19,3857.94,VIP
464,28,22,3389.96,VIP
465,1,28,4721.03,VIP
466,14,23,2777.7200000000003,VIP
467,26,24,2695.69,VIP
468,0,27,5237.47,VIP
469,10,28,4411.06,VIP
470,14,18,2407.24,VIP
471,22,26,4066.59,VIP
472,33,24,2937.5,VIP
473,18,22,2928.63,VIP
474,46,21,4527.24,VIP
475,284,33,4590.36,VIP
476,17,23,4965.65,VIP
477,40,25,3974.33,VIP
478,12,26,4939.99,VIP
479,34,22,4548.59,VIP
480,277,24,2989.7599999999998,VIP
481,214,21,2332.26,VIP
482,60,26,5886.45,VIP
483,56,25,4353.68,VIP
484,17,28,5367.43,VIP
485,101,23,4033.2799999999997,VIP
486,170,25,4415.39,VIP
487,31,28,4231.38,VIP
488,97,18,2044.52,VIP
489,67,20,2378.24,VIP
490,9,16,1737.85,VIP
491,16,23,4865.0599999999995,VIP
492,1,20,2453.6,VIP
493,133,28,3431.08,VIP
494,17,30,5878.45,VIP
495,24,23,3659.08,VIP
496,137,25,4125.98,VIP
497,187,21,4478.62,VIP
498,15,29,4487.99,VIP
499,104,26,5664.7,VIP
500,25,26,3653.3,VIP
501,139,29,6047.1,VIP
502,29,20,2629.53,VIP
503,88,23,5285.19,VIP
504,61,25,4904.5,VIP
505,50,22,2582.15,VIP
506,22,25,3648.49,VIP
507,24,30,5187.09,VIP
508,230,23,3754.4900000000002,VIP
509,7,38,5292.18,VIP
510,63,25,3507.07,VIP
511,63,26,3766.1400000000003,VIP
512,87,28,4795.16,VIP
513,74,30,7098.81,VIP
514,76,18,2960.42,VIP
515,31,17,2862.1800000000003,VIP
516,84,25,5071.54,VIP
517,110,24,4759.36,VIP
518,8,24,3948.05,VIP
519,148,18,3326.79,VIP
520,10,24,3244.98,VIP
521,95,25,4340.51,VIP
522,45,22,4850.28,VIP
523,1,20,2916.08,VIP
524,7,30,3792.32,VIP
525,73,23,3750.43,VIP
526,105,34,6262.06,VIP
527,34,21,3595.7599999999998,VIP
528,139,25,4659.32,VIP
529,8,29,3889.62,VIP
530,178,21,3256.57,VIP
531,33,25,3275.23,VIP
532,90,24,3822.67,VIP
533,40,24,3306.0,VIP
534,128,16,2012.69,VIP
535,68,26,3971.42,VIP
536,130,25,4212.92,VIP
537,213,17,3610.29,VIP
538,66,28,4062.0099999999998,VIP
539,75,26,5682.55,VIP
540,93,24,4677.75,VIP
541,150,26,4074.22,VIP
542,51,24,4314.44,VIP
543,49,29,4842.4,VIP
544,71,20,2404.79,VIP
545,9,18,2456.78,VIP
546,269,23,3759.94,VIP
547,5,31,5169.8,VIP
548,39,28,4516.9400000000005,VIP
549,55,22,3714.94,VIP
550,10,25,3831.33,VIP
551,78,40,7363.21,VIP
552,25,33,7469.4800000000005,VIP
553,6,24,5235.63,VIP
554,25,24,3957.46,VIP
555,131,30,6206.55,VIP
556,59,24,4033.84,VIP
557,208,16,2391.14,VIP
558,68,22,4925.83,VIP
559,39,27,4164.8,VIP
560,79,21,2639.84,VIP
561,15,35,5790.78,VIP
562,3,24,3922.7000000000003,VIP
563,101,32,4002.35,VIP
564,157,20,3281.31,VIP
565,136,35,6242.62,VIP
566,156,20,4500.95,VIP
567,111,20,4452.8,VIP
568,16,16,2314.2,VIP
569,81,27,2671.73,VIP
570,23,21,2608.38,VIP
571,38,24,3438.08,VIP
572,62,14,1137.08,VIP
573,11,26,3734.3,VIP
574,53,25,3844.13,VIP
575,285,19,2828.48,VIP
576,113,26,5066.38,VIP
577,18,23,3844.3199999999997,VIP
578,20,25,4335.2,VIP
579,3,29,6743.74,VIP
580,75,29,3324.12,VIP
581,88,31,4311.6900000000005,VIP
582,10,23,4501.33,VIP
583,7,23,3609.36,VIP
584,122,22,4443.41,VIP
585,34,21,3795.12,VIP
586,111,18,3347.33,VIP
587,232,32,6455.01,VIP
588,44,28,4972.55,VIP
589,26,20,3674.08,VIP
590,211,28,4076.52,VIP
591,162,26,5485.47,VIP
592,20,25,4273.95,VIP
593,162,24,5752.12,VIP
594,49,18,3124.28,VIP
595,37,14,1549.19,VIP
596,10,30,4879.38,VIP
597,16,27,3314.56,VIP
598,87,27,4527.36,VIP
599,35,21,3653.83,VIP
600,167,14,2246.63,VIP
601,38,21,3011.71,VIP
602,12,26,3361.07,VIP
603,172,26,4019.11,VIP
604,107,29,4136.7300000000005,VIP
605,57,26,5234.8,VIP
606,56,26,3842.83,VIP
607,87,24,4436.74,VIP
608,72,30,4321.91,VIP
609,21,26,4994.59,VIP
610,162,30,4130.75,VIP
611,93,30,4401.26,VIP
612,6,26,4067.2,VIP
613,73,17,3386.79,VIP
614,80,23,4193.61,VIP
615,109,20,2978.7999999999997,VIP
616,0,28,5871.44,VIP
617,75,27,4798.92,VIP
618,18,25,3692.81,VIP
619,26,17,3524.36,VIP
620,194,28,4791.35,VIP
621,80,27,3837.21,VIP
622,108,19,3483.42,VIP
623,23,20,3929.35,VIP
624,68,20,4015.45,VIP
625,128,15,2425.02,VIP
626,254,23,3493.5499999999997,VIP
627,132,18,2718.67,VIP
628,14,26,3472.28,VIP
629,35,18,2331.29,VIP
630,69,30,4319.18,VIP
631,124,14,2428.4700000000003,VIP
632,158,28,6118.57,VIP
633,19,16,2499.4300000000003,VIP
634,49,26,3389.86,VIP
635,7,30,5147.32,VIP
636,12,20,3519.7799999999997,VIP
637,98,17,2046.04,VIP
638,187,29,4841.72,VIP
639,106,21,3617.46,VIP
640,65,23,3478.4,VIP
641,0,21,3649.92,VIP
642,73,19,4655.97,VIP
643,167,21,2680.15,VIP
644,5,22,4183.05,VIP
645,58,27,5094.33,VIP
646,4,30,4997.63,VIP
647,43,23,4131.17,VIP
648,145,20,4067.6800000000003,VIP
649,126,22,2008.77,VIP
650,89,32,4277.58,VIP
651,39,16,2521.9900000000002,VIP
652,12,34,4170.389999999999,VIP
653,12,26,4961.23,VIP
654,26,29,4050.36,VIP
655,201,25,4206.26,VIP
656,45,29,5250.0599999999995,VIP
657,99,30,5382.21,VIP
658,176,20,2791.7799999999997,VIP
659,32,29,4792.5199999999995,VIP
660,15,22,2644.32,VIP
661,9,29,4284.06,VIP
662,50,18,2804.49,VIP
663,191,30,5018.84,VIP
664,18,24,5354.61,VIP
665,47,24,4041.49,VIP
666,193,18,3178.56,VIP
667,65,25,3260.0,VIP
668,125,20,3209.52,VIP
669,17,20,2566.2000000000003,VIP
670,38,29,3733.78,VIP
671,3,21,5326.38,VIP
672,32,24,3194.56,VIP
673,28,32,6142.72,VIP
674,32,23,4394.6,VIP
675,53,21,2573.41,VIP
676,13,26,5233.15,VIP
677,53,24,4038.92,VIP
678,4,27,4517.07,VIP
679,41,21,3467.27,VIP
680,169,29,4640.7699999999995,VIP
681,60,26,4745.8099999999995,VIP
682,102,20,2514.84,VIP
683,13,20,2440.82,VIP
684,117,34,6189.7300000000005,VIP
685,2,29,3988.88,VIP
686,101,27,4739.8,VIP
687,3,24,5087.26,VIP
688,99,23,4355.74,VIP
689,49,18,3098.13,VIP
690,47,20,4200.92,VIP
691,25,30,4582.71,VIP
692,1,23,3187.01,VIP
693,17,32,5155.14,VIP
694,13,31,6645.26,VIP
695,77,27,5882.26,VIP
696,17,17,2629.53,VIP
697,109,23,5583.09,VIP
698,66,19,2660.98,VIP
699,0,29,4710.54,VIP
700,119,27,3596.33,VIP
701,65,25,4749.32,VIP
702,11,33,5736.37,VIP
703,36,24,4149.27,VIP
704,28,29,4032.67,VIP
705,169,19,3982.2,VIP
706,33,23,2473.56,VIP
707,13,26,3690.23,VIP
708,18,28,4979.9,VIP
709,82,20,2501.7599999999998,VIP
710,167,21,2455.16,VIP
711,25,26,2874.59,VIP
712,73,26,6158.21,VIP
713,91,28,5610.22,VIP
714,109,25,4138.11,VIP
715,8,24,4376.47,VIP
716,21,21,2461.25,VIP
717,101,28,4603.84,VIP
718,65,25,4659.47,VIP
719,9,36,7602.31,VIP
720,6,29,3869.02,VIP
721,78,22,3226.75,VIP
722,119,19,2460.77,VIP
723,42,30,5434.78,VIP
724,12,22,3999.43,VIP
725,154,27,4988.72,VIP
726,8,29,4150.57,VIP
727,40,14,2835.05,VIP
728,150,25,3646.52,VIP
729,37,25,3915.55,VIP
730,225,17,3621.26,VIP
731,7,28,7854.9800000000005,VIP
732,28,27,3208.37,VIP
733,23,16,2081.99,VIP
734,127,25,4830.98,VIP
735,58,21,3069.65,VIP
736,33,28,4972.31,VIP
737,25,23,3968.0099999999998,VIP
738,44,21,3305.49,VIP
739,21,15,2917.69,VIP
740,10,28,3101.14,VIP
741,61,26,4136.18,VIP
742,186,21,2846.43,VIP
743,104,27,3778.42,VIP
744,50,21,2999.4900000000002,VIP
745,46,20,2881.29,VIP
746,297,24,3332.82,VIP
747,80,18,3942.17,VIP
748,8,18,3058.57,VIP
749,97,26,3442.5099999999998,VIP
750,53,16,2498.24,VIP
751,45,28,3813.92,VIP
752,330,13,1966.76,VIP
753,43,26,3943.33,VIP
754,33,16,3413.06,VIP
755,290,24,5003.43,VIP
756,180,25,3096.7,VIP
757,293,20,2924.72,VIP
758,288,24,3793.59,VIP
759,46,25,3677.91,VIP
760,70,20,3548.7400000000002,VIP
761,77,33,4079.07,VIP
762,94,23,2778.39,VIP
763,62,22,2955.77,VIP
764,29,24,3850.6,VIP
765,42,23,4447.72,VIP
766,53,21,3264.04,VIP
767,31,22,3025.33,VIP
768,52,26,4980.03,VIP
769,66,27,3872.94,VIP
770,5,28,5395.91,VIP
771,62,19,2367.5099999999998,VIP
772,42,21,3504.27,VIP
773,167,24,3838.88,VIP
774,1,22,3082.12,VIP
775,52,29,4267.02,VIP
776,8,26,5551.95,VIP
777,153,13,2245.09,VIP
778,17,21,3629.54,VIP
779,31,21,4245.9400000000005,VIP
780,104,23,2988.46,VIP
781,14,18,4752.71,VIP
782,18,22,3648.09,VIP
783,146,16,2291.75,VIP
784,95,25,3522.38,VIP
785,161,29,3800.44,VIP
786,85,22,4424.75,VIP
787,179,14,1862.5,VIP
788,30,25,3102.4,VIP
789,21,25,4919.96,VIP
790,130,17,2701.5699999999997,VIP
791,120,22,3647.79,VIP
792,120,21,3778.45,VIP
793,26,24,2955.2799999999997,VIP
794,65,20,3007.54,VIP
795,13,21,4184.0599999999995,VIP
796,24,23,4536.41,VIP
797,84,15,3182.13,VIP
798,53,24,4700.73,VIP
799,242,17,2121.96,VIP
800,165,25,2898.87,VIP
801,16,21,3723.04,VIP
802,59,13,1679.93,VIP
803,98,28,5655.09,VIP
804,72,18,2990.86,VIP
805,65,27,5301.81,VIP
806,10,21,3102.48,VIP
807,159,17,3315.46,VIP
808,102,26,5457.8,VIP
809,8,29,4238.04,VIP
810,11,27,5335.83,VIP
811,71,21,4657.24,VIP
812,313,17,2502.61,VIP
813,25,20,3614.77,VIP
814,87,30,4809.17,VIP
815,14,21,3768.32,VIP
816,66,23,3382.73,VIP
817,10,27,3986.16,VIP
818,33,17,3620.4700000000003,VIP
819,151,31,5900.93,VIP
820,92,30,4953.22,VIP
821,9,17,3322.79,VIP
822,41,23,4329.1900000000005,VIP
823,136,32,3886.87,VIP
824,167,19,3897.82,VIP
825,28,27,7047.76,VIP
826,0,21,3003.31,VIP
827,28,32,4795.88,VIP
828,147,24,3831.49,VIP
829,98,23,3951.95,VIP
830,19,13,2561.7599999999998,VIP
831,37,27,4222.14,VIP
832,82,25,5124.84,VIP
833,63,28,5132.82,VIP
834,52,20,2073.9700000000003,VIP
835,92,32,3918.61,VIP
836,70,31,5869.6,VIP
837,56,31,7153.59,VIP
838,26,32,4667.86,VIP
839,95,26,4402.1,VIP
840,143,27,4278.3,VIP
841,14,28,5578.15,VIP
842,48,31,4545.43,VIP
843,44,17,1394.41,VIP
844,18,25,3773.52,VIP
845,1,22,3633.01,VIP
846,83,32,4826.97,VIP
847,13,28,4572.17,VIP
848,20,24,3144.98,VIP
849,21,29,4242.34,VIP
850,2,19,2246.66,VIP
851,26,18,1822.55,VIP
852,7,23,2948.81,VIP
853,34,19,2876.78,VIP
854,6,18,3349.21,VIP
855,109,21,4519.42,VIP
856,32,24,4030.0,VIP
857,35,29,4968.45,VIP
858,166,31,4842.74,VIP
859,102,23,4824.48,VIP
860,34,33,4100.1900000000005,VIP
861,239,22,3138.16,VIP
862,13,28,4674.91,VIP
863,295,26,3969.82,VIP
864,66,26,4814.13,VIP
865,92,21,3778.87,VIP
866,31,25,3597.3,VIP
867,87,19,3832.5,VIP
868,79,28,5500.37,VIP
869,38,20,4313.76,VIP
870,4,24,4195.66,VIP
871,45,32,4637.32,VIP
872,36,20,3195.05,VIP
873,148,24,4392.46,VIP
874,65,28,4228.12,VIP
875,14,21,3060.08,VIP
876,77,26,4541.3,VIP
877,3,21,2620.17,VIP
878,59,21,3353.74,VIP
879,240,19,2535.16,VIP
880,125,26,3378.07,VIP
881,122,25,3981.95,VIP
882,62,21,4038.7799999999997,VIP
883,24,30,3950.72,VIP
884,139,25,3390.41,VIP
885,76,22,3106.52,VIP
886,42,22,3484.23,VIP
887,29,27,2498.0,VIP
888,41,15,3354.14,VIP
889,9,26,5164.85,VIP
890,57,26,2752.1,VIP
891,4,27,5178.31,VIP
892,128,30,5895.61,VIP
893,1,31,4328.16,VIP
894,91,27,6214.87,VIP
895,79,33,5171.93,VIP
896,93,26,4471.05,VIP
897,327,26,2652.81,VIP
898,115,17,2649.84,VIP
899,115,30,6020.05,VIP
900,9,25,4083.0299999999997,VIP
901,25,27,4681.85,VIP
902,28,22,3800.99,VIP
