Customer_ID,Gender,Age_Group,City,Loyalty_Member
154,Female,46-60,Jeddah,No
155,Female,60+,Mecca,Yes
156,Male,46-60,Qassim,Yes
157,Male,26-35,Mecca,Yes
158,Male,36-45,Mecca,No
159,Male,18-25,Tabuk,No
160,Male,26-35,Abha,Yes
161,Female,18-25,Abha,Yes
162,Female,18-25,Tabuk,Yes
163,Female,60+,Abha,No
164,Female,36-45,Jeddah,No
165,Male,36-45,Dammam,No
166,Female,18-25,Abha,Yes
167,Male,46-60,Qassim,No
168,Male,46-60,Mecca,No
169,Male,36-45,Dammam,Yes
170,Male,60+,Hail,Yes
171,Female,36-45,Dammam,Yes
172,Male,26-35,Mecca,Yes
173,Male,60+,Dammam,Yes
174,Male,46-60,Tabuk,No
175,Female,36-45,Dammam,No
176,Male,46-60,Tabuk,No
177,Female,60+,Riyadh,No
178,Male,36-45,Tabuk,No
179,Male,18-25,Medina,No
180,Male,,Qassim,No
181,Female,60+,Hail,Yes
182,Female,60+,Khobar,No
183,Female,60+,Dammam,Yes
184,Female,18-25,Medina,Yes
185,Male,18-25,Khobar,No
186,Female,60+,Hail,Yes
187,Female,36-45,Mecca,No
188,Female,36-45,Qassim,Yes
189,Female,18-25,Medina,Yes
190,Female,36-45,Mecca,Yes
191,Female,18-25,Qassim,Yes
192,Female,36-45,Abha,Yes
193,Male,36-45,Hail,No
194,Female,26-35,Hail,Yes
195,Female,60+,Medina,Yes
196,Female,36-45,Dammam,Yes
197,Female,46-60,Khobar,Yes
198,Male,26-35,Jeddah,No
199,Male,60+,Hail,Yes
200,Female,60+,Dammam,No
201,Male,26-35,Dammam,Yes
202,Female,18-25,Abha,No
203,Male,46-60,Qassim,No
204,Female,26-35,Hail,Yes
205,Female,46-60,Khobar,No
206,Female,46-60,Mecca,No
207,Female,26-35,Khobar,Yes
208,Female,18-25,Tabuk,No
209,Male,60+,Jeddah,No
210,Male,26-35,Mecca,No
211,Male,46-60,Jeddah,Yes
212,Female,36-45,Riyadh,No
213,Male,46-60,Hail,No
214,Male,46-60,Jeddah,No
215,Male,18-25,Medina,Yes
216,Female,26-35,Dammam,Yes
217,Female,46-60,Dammam,No
218,Female,60+,Riyadh,Yes
219,Male,36-45,Khobar,Yes
220,Female,18-25,Mecca,Yes
221,Female,18-25,Riyadh,Yes
222,Female,60+,Tabuk,Yes
223,Male,46-60,Qassim,Yes
224,Male,26-35,Mecca,No
225,Male,60+,Medina,Yes
226,Female,26-35,Jeddah,No
227,Male,60+,Hail,Yes
228,Female,46-60,Riyadh,No
229,Female,36-45,Riyadh,No
230,Male,36-45,Khobar,Yes
231,Female,26-35,Riyadh,No
232,Female,26-35,Tabuk,No
233,Male,26-35,Jeddah,No
234,Male,36-45,Khobar,Yes
235,Male,18-25,Medina,No
236,Female,60+,Tabuk,No
237,Male,26-35,Mecca,No
238,Male,36-45,Mecca,Yes
239,Female,46-60,Abha,No
240,Female,36-45,Dammam,No
241,Female,36-45,Hail,No
242,Male,46-60,Jeddah,No
243,Male,60+,Mecca,No
244,Male,18-25,Medina,No
245,Female,46-60,Qassim,No
246,Male,46-60,Medina,No
247,Male,36-45,Qassim,No
248,Female,18-25,Jeddah,No
249,Female,60+,Dammam,Yes
250,Male,60+,Tabuk,Yes
251,Male,18-25,Khobar,No
252,Female,46-60,Qassim,Yes
253,Male,46-60,Medina,No
254,Female,18-25,Qassim,Yes
255,Female,46-60,Medina,No
256,Male,18-25,Riyadh,Yes
257,Female,60+,Abha,Yes
258,Female,36-45,Tabuk,Yes
259,Female,46-60,Khobar,Yes
260,Male,18-25,Tabuk,Yes
261,Female,18-25,Medina,No
262,Male,60+,Hail,No
263,Female,26-35,Dammam,No
264,Male,18-25,Khobar,Yes
265,Male,46-60,Riyadh,No
266,Female,46-60,Hail,Yes
267,Male,18-25,Mecca,No
268,Female,60+,Abha,No
269,Male,26-35,Medina,Yes
270,Female,46-60,Hail,No
271,Male,60+,Qassim,Yes
272,Male,46-60,Hail,Yes
273,Male,60+,Dammam,No
274,Male,26-35,Medina,Yes
275,Female,60+,Mecca,Yes
276,Female,26-35,Hail,No
277,Male,36-45,Qassim,Yes
278,Male,60+,Qassim,Yes
279,Male,60+,Qassim,No
280,Male,18-25,Jeddah,Yes
281,Female,26-35,Qassim,No
282,Male,46-60,Hail,No
283,Female,46-60,Khobar,No
284,Female,46-60,Jeddah,Yes
285,Male,46-60,Abha,No
286,Female,26-35,Medina,Yes
287,Female,36-45,Medina,No
288,Male,36-45,Hail,Yes
289,Female,26-35,Tabuk,Yes
290,Female,46-60,Khobar,Yes
291,Male,18-25,Mecca,No
292,Female,26-35,Dammam,No
293,Female,26-35,Dammam,No
294,Female,46-60,Mecca,No
295,Male,18-25,Abha,No
296,Male,26-35,Qassim,No
297,Male,18-25,Mecca,No
298,Female,36-45,Hail,Yes
299,Male,46-60,Dammam,No
300,Female,46-60,Medina,Yes
301,Female,18-25,Qassim,Yes
302,Female,60+,Mecca,Yes
303,Female,60+,Tabuk,No
304,Male,26-35,Jeddah,No
305,Female,36-45,Hail,No
306,Male,26-35,Qassim,No
307,Male,18-25,Riyadh,Yes
308,Female,46-60,Hail,No
309,Male,60+,Hail,Yes
310,Female,60+,Medina,Yes
311,Female,60+,Mecca,No
312,Female,60+,Mecca,No
313,Male,36-45,Medina,Yes
314,Female,60+,Mecca,Yes
315,Female,36-45,Qassim,Yes
316,Male,60+,Tabuk,Yes
317,Female,26-35,Khobar,Yes
318,Male,26-35,Riyadh,No
319,Female,46-60,Dammam,No
320,Male,46-60,Hail,No
321,Male,26-35,Hail,Yes
322,Female,46-60,Hail,No
323,Female,26-35,Tabuk,No
324,Female,36-45,Qassim,No
325,Male,26-35,Mecca,No
326,Male,36-45,Mecca,Yes
327,Female,36-45,Tabuk,No
328,Female,36-45,Jeddah,No
329,Female,36-45,Dammam,No
330,Male,36-45,Jeddah,No
331,Female,36-45,Tabuk,Yes
332,Male,60+,Mecca,No
333,Male,18-25,Qassim,Yes
334,Male,18-25,Hail,Yes
335,Male,18-25,Jeddah,No
336,Female,46-60,Jeddah,Yes
337,Male,60+,Dammam,No
338,Female,46-60,Khobar,No
339,Female,36-45,Riyadh,Yes
340,Male,60+,Riyadh,Yes
341,Female,26-35,Riyadh,No
342,Female,26-35,Mecca,Yes
343,Male,36-45,Qassim,Yes
344,Female,36-45,Tabuk,No
345,Male,60+,Tabuk,No
346,Male,18-25,Medina,Yes
347,Female,36-45,Dammam,Yes
348,Female,36-45,Qassim,Yes
349,Male,60+,Abha,No
350,Female,18-25,Abha,Yes
351,Male,26-35,Tabuk,No
352,Male,18-25,Mecca,No
353,Male,46-60,Mecca,No
354,Female,60+,Qassim,Yes
355,Female,36-45,Khobar,Yes
356,Male,46-60,Mecca,Yes
357,Female,60+,Mecca,Yes
358,Female,36-45,Qassim,Yes
359,Male,26-35,Tabuk,Yes
360,Female,60+,Medina,No
361,Female,60+,Khobar,Yes
362,Male,60+,Tabuk,No
363,Male,60+,Jeddah,Yes
364,Male,60+,Hail,Yes
365,Male,36-45,Hail,No
366,Male,26-35,Qassim,No
367,Male,60+,Tabuk,Yes
368,Female,26-35,Hail,No
369,Female,60+,Riyadh,No
370,Female,18-25,Abha,No
371,Male,26-35,Qassim,Yes
372,Male,46-60,Medina,Yes
373,Male,18-25,Tabuk,Yes
374,Female,46-60,Dammam,Yes
375,Female,36-45,Abha,No
376,Female,46-60,Jeddah,Yes
377,Female,18-25,Dammam,No
378,Male,26-35,Riyadh,Yes
379,Female,46-60,Hail,No
380,Female,26-35,Khobar,No
381,Female,26-35,Mecca,Yes
382,Male,18-25,Abha,Yes
383,Male,26-35,Jeddah,Yes
384,Male,46-60,Qassim,Yes
385,Male,18-25,Abha,No
386,Male,60+,Khobar,Yes
387,Male,60+,Mecca,Yes
388,Female,60+,Qassim,No
389,Male,36-45,Dammam,Yes
390,Female,36-45,Mecca,Yes
391,Male,46-60,Hail,No
392,Male,36-45,Abha,No
393,Female,46-60,Dammam,No
394,Female,26-35,Hail,No
395,Male,26-35,Mecca,Yes
396,Female,18-25,Hail,No
397,Female,60+,Hail,Yes
398,Female,26-35,Mecca,Yes
399,Female,18-25,Tabuk,No
400,Male,60+,Khobar,Yes
401,Female,46-60,Qassim,Yes
402,Male,26-35,Qassim,Yes
403,Female,26-35,Medina,No
404,Male,26-35,Khobar,Yes
405,Female,26-35,Qassim,Yes
406,Female,26-35,Hail,No
407,Female,46-60,Tabuk,No
408,Female,36-45,Medina,No
409,Female,18-25,Tabuk,No
410,Male,36-45,Medina,No
411,Male,60+,Khobar,Yes
412,Male,36-45,Hail,No
413,Female,26-35,Khobar,No
414,Male,46-60,Qassim,Yes
415,Female,60+,Medina,No
416,Female,46-60,Tabuk,Yes
417,Female,26-35,Dammam,No
418,Male,60+,Riyadh,Yes
419,Male,18-25,Riyadh,No
420,Male,26-35,Jeddah,Yes
421,Male,26-35,Hail,No
422,Female,18-25,Qassim,No
423,Female,18-25,Riyadh,No
424,Male,18-25,Hail,No
425,Female,18-25,Hail,No
426,Male,18-25,Jeddah,Yes
427,Male,26-35,Qassim,No
428,Female,36-45,Abha,Yes
429,Female,46-60,Tabuk,Yes
430,Male,36-45,Jeddah,Yes
431,Male,46-60,Abha,No
432,Female,18-25,Riyadh,Yes
433,Male,46-60,Abha,No
434,Male,60+,Riyadh,Yes
435,Male,60+,Tabuk,No
436,Male,18-25,Mecca,Yes
437,Male,36-45,Riyadh,Yes
438,Male,46-60,Jeddah,No
439,Male,60+,Khobar,No
440,Female,46-60,Dammam,Yes
441,Female,18-25,Jeddah,No
442,Male,18-25,Medina,No
443,Female,18-25,Mecca,No
444,Female,26-35,Medina,No
445,Female,26-35,Qassim,No
446,Male,60+,Mecca,Yes
447,Male,18-25,Mecca,Yes
448,Female,26-35,Abha,No
449,Female,18-25,Jeddah,Yes
450,Female,46-60,Medina,No
451,Male,26-35,Jeddah,Yes
452,Female,46-60,Hail,No
453,Male,18-25,Jeddah,No
454,Male,60+,Qassim,No
455,Female,18-25,Mecca,No
456,Female,18-25,Hail,Yes
457,Male,46-60,Dammam,Yes
458,Female,36-45,Mecca,No
459,Male,18-25,Dammam,No
460,Female,46-60,Mecca,No
461,Male,36-45,Mecca,Yes
462,Female,60+,Qassim,Yes
463,Female,18-25,Dammam,No
464,Male,46-60,Medina,No
465,Female,46-60,Medina,No
466,Male,36-45,Medina,Yes
467,Female,36-45,Dammam,No
468,Female,36-45,Tabuk,Yes
469,Female,46-60,Mecca,No
470,Female,,Qassim,Yes
471,Male,60+,Riyadh,No
472,Male,46-60,Mecca,Yes
473,Female,46-60,Dammam,No
474,Male,36-45,Dammam,No
475,Female,18-25,Tabuk,No
476,Female,60+,Hail,No
477,Male,36-45,Hail,Yes
478,Male,26-35,Medina,Yes
479,Male,60+,Abha,No
480,Female,18-25,Riyadh,Yes
481,Female,26-35,Hail,Yes
482,Female,36-45,Abha,No
483,Male,36-45,Riyadh,No
484,Male,36-45,Abha,Yes
485,Male,26-35,Medina,No
486,Female,46-60,Khobar,No
487,Female,46-60,Jeddah,No
488,Female,36-45,Jeddah,No
489,Male,18-25,Riyadh,No
490,Male,26-35,Khobar,Yes
491,Male,36-45,Hail,No
492,Female,26-35,Abha,Yes
493,Male,46-60,Abha,Yes
494,Male,46-60,Qassim,No
495,Female,18-25,Khobar,Yes
496,Female,18-25,Qassim,Yes
497,Male,36-45,Medina,Yes
498,Female,18-25,Mecca,No
499,Female,60+,Abha,No
500,Male,36-45,Medina,No
501,Male,36-45,Qassim,Yes
502,Male,36-45,Jeddah,Yes
503,Female,18-25,Dammam,No
504,Male,60+,Abha,No
505,Male,60+,Abha,No
506,Male,46-60,Hail,Yes
507,Male,46-60,Mecca,Yes
508,Male,36-45,Tabuk,Yes
509,Female,18-25,Tabuk,Yes
510,Male,46-60,Hail,No
511,Female,46-60,Abha,No
512,Female,26-35,Jeddah,Yes
513,Male,36-45,Riyadh,No
514,Male,60+,Mecca,Yes
515,Female,60+,Tabuk,Yes
516,Male,36-45,Hail,No
517,Male,46-60,Hail,Yes
518,Female,18-25,Khobar,No
519,Male,46-60,Mecca,No
520,Male,46-60,Jeddah,Yes
521,Male,60+,Medina,No
522,Male,60+,Dammam,Yes
523,Male,18-25,Qassim,No
524,Female,60+,Hail,Yes
525,Female,36-45,Mecca,No
526,Male,26-35,Abha,Yes
527,Female,26-35,Dammam,Yes
528,Male,36-45,Khobar,No
529,Female,26-35,Qassim,No
530,Female,46-60,Tabuk,Yes
531,Male,46-60,Hail,No
532,Female,46-60,Tabuk,No
533,Male,18-25,Tabuk,No
534,Male,60+,Abha,Yes
535,Female,26-35,Tabuk,No
536,Female,36-45,Medina,Yes
537,Female,36-45,Riyadh,Yes
538,Male,46-60,Riyadh,Yes
539,Male,46-60,Tabuk,Yes
540,Female,26-35,Dammam,No
541,Male,36-45,Jeddah,No
542,Female,18-25,Medina,Yes
543,Male,46-60,Mecca,Yes
544,Female,18-25,Jeddah,Yes
545,Male,46-60,Jeddah,Yes
546,Male,60+,Tabuk,Yes
547,Male,36-45,Jeddah,No
548,Male,46-60,Jeddah,Yes
549,Female,18-25,Jeddah,Yes
550,Female,36-45,Mecca,Yes
551,Female,26-35,Dammam,Yes
552,Male,60+,Dammam,No
553,Female,26-35,Dammam,No
554,Female,26-35,Jeddah,Yes
555,Male,18-25,Qassim,No
556,Female,46-60,Medina,Yes
557,Male,36-45,Jeddah,Yes
558,Female,18-25,Mecca,Yes
559,Male,46-60,Mecca,Yes
560,Male,46-60,Abha,Yes
561,Male,46-60,Qassim,Yes
562,Male,36-45,Medina,Yes
563,Female,60+,Abha,No
564,Male,46-60,Jeddah,Yes
565,Male,18-25,Mecca,Yes
566,Male,18-25,Abha,No
567,Female,46-60,Abha,Yes
568,Male,36-45,Jeddah,No
569,Male,60+,Khobar,Yes
570,Female,46-60,Qassim,Yes
571,Female,46-60,Khobar,Yes
572,Male,18-25,Abha,Yes
573,Female,60+,Qassim,Yes
574,Female,26-35,Jeddah,Yes
575,Male,18-25,Dammam,No
576,Female,60+,Hail,No
577,Male,36-45,Dammam,No
578,Male,18-25,Medina,No
579,Female,60+,Jeddah,No
580,Male,46-60,Tabuk,No
581,Male,46-60,Qassim,Yes
582,Female,26-35,Mecca,Yes
583,Male,26-35,Hail,Yes
584,Male,18-25,Khobar,Yes
585,Female,36-45,Abha,Yes
586,Male,18-25,Hail,No
587,Male,36-45,Khobar,No
588,Female,36-45,Jeddah,No
589,Male,60+,Riyadh,Yes
590,Male,60+,Riyadh,No
591,Male,46-60,Mecca,No
592,Female,18-25,Hail,No
593,Male,36-45,Khobar,No
594,Female,60+,Khobar,No
595,Female,60+,Tabuk,Yes
596,Male,26-35,Riyadh,No
597,Male,26-35,Hail,No
598,Male,36-45,Riyadh,No
599,Female,18-25,Khobar,Yes
600,Female,46-60,Riyadh,Yes
601,Female,18-25,Riyadh,Yes
602,Female,36-45,Tabuk,Yes
603,Male,60+,Dammam,No
604,Male,60+,Qassim,Yes
605,Female,26-35,Khobar,No
606,Female,36-45,Abha,No
607,Female,46-60,Mecca,Yes
608,Male,26-35,Dammam,Yes
609,Male,18-25,Dammam,No
610,Female,36-45,Abha,Yes
611,Female,26-35,Tabuk,No
612,Female,36-45,Jeddah,Yes
613,Male,36-45,Qassim,Yes
614,Male,36-45,Dammam,Yes
615,Male,36-45,Abha,Yes
616,Female,36-45,Dammam,Yes
617,Female,46-60,Hail,Yes
618,Male,46-60,Jeddah,Yes
619,Male,18-25,Riyadh,Yes
620,Male,26-35,Abha,No
621,Male,60+,Qassim,No
622,Male,18-25,Jeddah,Yes
623,Female,26-35,Jeddah,No
624,Male,18-25,Tabuk,Yes
625,Male,60+,Abha,No
626,Female,18-25,Abha,No
627,Male,36-45,Khobar,Yes
628,Female,36-45,Tabuk,Yes
629,Male,60+,Qassim,Yes
630,Female,46-60,Abha,No
631,Male,18-25,Mecca,No
632,Male,46-60,Khobar,Yes
633,Male,46-60,Medina,No
634,Female,36-45,Qassim,No
635,Female,36-45,Dammam,Yes
636,Female,60+,Khobar,Yes
637,Female,18-25,Tabuk,No
638,Male,26-35,Jeddah,Yes
639,Male,36-45,Hail,Yes
640,Male,60+,Abha,No
641,Male,26-35,Khobar,No
642,Female,60+,Riyadh,No
643,Male,60+,Khobar,No
644,Female,26-35,Tabuk,Yes
645,Male,18-25,Khobar,Yes
646,Male,60+,Tabuk,Yes
647,Female,60+,Khobar,Yes
648,Female,26-35,Medina,Yes
649,Male,26-35,Qassim,Yes
650,Male,60+,Medina,Yes
651,Female,46-60,Qassim,Yes
652,Female,36-45,Medina,Yes
653,Male,46-60,Tabuk,No
654,Male,60+,Qassim,No
655,Male,60+,Dammam,No
656,Female,36-45,Dammam,Yes
657,Male,60+,Abha,Yes
658,Male,60+,Medina,Yes
659,Male,46-60,Dammam,No
660,Male,26-35,Medina,No
661,Male,18-25,Medina,No
662,Male,36-45,Khobar,Yes
663,Male,36-45,Mecca,Yes
664,Male,18-25,Abha,No
665,Female,26-35,Abha,No
666,Female,36-45,Hail,No
667,Male,46-60,Qassim,Yes
668,Male,46-60,Jeddah,Yes
669,Female,18-25,Medina,No
670,Male,18-25,Medina,Yes
671,Female,26-35,Jeddah,Yes
672,Female,60+,Qassim,No
673,Male,46-60,Dammam,No
674,Male,18-25,Jeddah,No
675,Male,26-35,Abha,No
676,Female,36-45,Khobar,Yes
677,Male,46-60,Qassim,No
678,Male,18-25,Medina,Yes
679,Female,18-25,Mecca,No
680,Male,18-25,Riyadh,Yes
681,Male,36-45,Jeddah,No
682,Male,36-45,Abha,No
683,Female,36-45,Jeddah,No
684,Male,36-45,Abha,No
685,Male,46-60,Riyadh,No
686,Female,46-60,Mecca,Yes
687,Female,60+,Riyadh,Yes
688,Male,18-25,Medina,No
689,Male,60+,Riyadh,No
690,Female,60+,Tabuk,Yes
691,Female,36-45,Jeddah,No
692,Male,60+,Qassim,Yes
693,Male,46-60,Dammam,Yes
694,Male,26-35,Dammam,Yes
695,Female,18-25,Abha,Yes
696,Male,60+,Mecca,No
697,Male,18-25,Abha,No
698,Female,36-45,Hail,No
699,Male,60+,Qassim,No
700,Male,46-60,Dammam,Yes
701,Male,18-25,Qassim,Yes
702,Female,60+,Medina,No
703,Female,46-60,Tabuk,No
704,Male,26-35,Mecca,No
705,Male,60+,Qassim,No
706,Male,46-60,Medina,Yes
707,Male,46-60,Mecca,No
708,Male,36-45,Mecca,No
709,Female,46-60,Jeddah,Yes
710,Male,36-45,Tabuk,No
711,Female,46-60,Qassim,Yes
712,Male,46-60,Khobar,No
713,Female,60+,Medina,Yes
714,Male,18-25,Mecca,No
715,Male,60+,Qassim,Yes
716,Male,26-35,Khobar,Yes
717,Male,18-25,Tabuk,Yes
718,Female,26-35,Mecca,No
719,Female,60+,Abha,Yes
720,Male,26-35,Medina,No
721,Female,26-35,Tabuk,No
722,Female,26-35,Mecca,Yes
723,Female,18-25,Abha,Yes
724,Male,60+,Khobar,Yes
725,Male,26-35,Mecca,No
726,Male,18-25,Tabuk,Yes
727,Male,60+,Riyadh,Yes
728,Female,60+,Mecca,No
729,Female,46-60,Medina,No
730,Female,26-35,Tabuk,No
731,Female,60+,Jeddah,Yes
732,Female,60+,Qassim,No
733,Female,18-25,Tabuk,Yes
734,Female,36-45,Medina,No
735,Female,36-45,Khobar,Yes
736,Male,18-25,Qassim,No
737,Female,26-35,Riyadh,No
738,Female,36-45,Abha,No
739,Female,18-25,Qassim,Yes
740,Female,26-35,Hail,No
741,Female,,Mecca,Yes
742,Male,36-45,Jeddah,No
743,Male,36-45,Hail,Yes
744,Female,18-25,Khobar,No
745,Male,36-45,Abha,No
746,Female,36-45,Qassim,No
747,Female,18-25,Tabuk,Yes
748,Male,46-60,Khobar,Yes
749,Female,60+,Mecca,No
750,Male,26-35,Dammam,Yes
751,Female,46-60,Qassim,No
752,Male,36-45,Dammam,Yes
753,Female,36-45,Dammam,No
754,Male,18-25,Tabuk,No
755,Male,26-35,Qassim,Yes
756,Female,18-25,Dammam,No
757,Female,46-60,Abha,No
758,Female,18-25,Riyadh,Yes
759,Female,18-25,Medina,Yes
760,Male,18-25,Khobar,Yes
761,Female,36-45,Dammam,Yes
762,Female,60+,Qassim,No
763,Male,18-25,Riyadh,No
764,Female,46-60,Hail,No
765,Female,26-35,Medina,No
766,Female,26-35,Dammam,No
767,Male,26-35,Khobar,Yes
768,Male,18-25,Qassim,Yes
769,Male,36-45,Riyadh,No
770,Female,60+,Qassim,Yes
771,Male,18-25,Riyadh,Yes
772,Male,46-60,Tabuk,No
773,Male,60+,Mecca,No
774,Male,26-35,Riyadh,No
775,Female,18-25,Hail,No
776,Male,46-60,Jeddah,Yes
777,Female,18-25,Jeddah,No
778,Male,60+,Khobar,No
779,Male,36-45,Abha,No
780,Male,18-25,Hail,No
781,Male,46-60,Medina,Yes
782,Male,18-25,Jeddah,Yes
783,Female,26-35,Jeddah,Yes
784,Male,36-45,Khobar,No
785,Female,36-45,Tabuk,Yes
786,Male,26-35,Riyadh,No
787,Female,36-45,Abha,Yes
788,Male,18-25,Riyadh,Yes
789,Male,36-45,Medina,No
790,Female,18-25,Medina,No
791,Male,18-25,Abha,No
792,Female,36-45,Abha,No
793,Female,26-35,Jeddah,Yes
794,Male,,Jeddah,No
795,Female,60+,Tabuk,Yes
796,Female,36-45,Qassim,Yes
797,Male,46-60,Tabuk,Yes
798,Female,46-60,Riyadh,Yes
799,Female,36-45,Riyadh,Yes
800,Female,60+,Hail,Yes
801,Female,26-35,Tabuk,No
802,Female,26-35,Hail,Yes
803,Male,26-35,Hail,No
804,Female,26-35,Jeddah,No
805,Female,26-35,Medina,No
806,Male,60+,Khobar,No
807,Female,26-35,Jeddah,No
808,Female,60+,Tabuk,Yes
809,Female,46-60,Medina,Yes
810,Female,18-25,Jeddah,No
811,Female,18-25,Hail,Yes
812,Male,60+,Qassim,No
813,Male,46-60,Medina,No
814,Male,26-35,Tabuk,No
815,Female,36-45,Tabuk,Yes
816,Male,26-35,Riyadh,No
817,Female,36-45,Hail,No
818,Male,18-25,Dammam,No
819,Male,46-60,Jeddah,No
820,Male,26-35,Jeddah,No
821,Male,46-60,Khobar,No
822,Male,46-60,Riyadh,Yes
823,Female,46-60,Qassim,Yes
824,Female,18-25,Hail,Yes
825,Female,60+,Tabuk,Yes
826,Male,26-35,Jeddah,No
827,Female,60+,Abha,No
828,Male,36-45,Abha,No
829,Female,46-60,Dammam,Yes
830,Female,60+,Hail,No
831,Female,60+,Khobar,Yes
832,Male,60+,Mecca,No
833,Male,26-35,Hail,No
